label,precision,recall,f1,support
anger,0.1388888888888889,0.08196721311475409,0.10309278350515463,244
disgust,0.40425531914893614,0.20652173913043478,0.2733812949640288,184
fear,0.0,0.0,0.0,51
joy,0.43453237410071943,0.4015957446808511,0.4174153420870767,752
others,0.5191897654584222,0.6712611991729841,0.58551247370003,1451
sadness,0.2645739910313901,0.21223021582733814,0.23552894211576847,278
surprise,0.06896551724137931,0.017699115044247787,0.028169014084507043,113
